タイトル,ふりがな,分類,現市町村,伝承地,キーワード,話者,採集者,引用,著者,論文名,著者・編者,文献名,出版社,和暦,西暦,リンク,県図書,デジコレ,備考
日向の国名,ひなたのこくめい,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
日向の郡名,ひなたのぐんめい,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
伊邪那岐命の禊祓,伊邪那岐命の禊祓,伝説,,宮崎市,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
天孫の御降臨,天孫の御降臨,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
瓊々杵尊と木華開耶姫,瓊々杵尊と木華開耶姫,伝説,,宮崎市,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
海幸彦と山幸彦,うみさちひことやまさちひこ,伝説,,宮崎市,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
髪長媛,髪長媛,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
三田井氏の祖,三田井氏の祖,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
性空上人,性空上人,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
大人弥五郎,大人弥五郎,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
伊勢や日向の物語,伊勢や日向の物語,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
生霊の祟り,生霊の祟り,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
徳川時代の日向の風俗,徳川時代の日向の風俗,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
薩摩領の旅,薩摩領の旅,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
日向の駒,日向の駒,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
琴弾松,琴弾松,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
空を飛んだ怪光,空を飛んだ怪光,伝説,,,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
寛文の大地震,寛文の大地震,伝説,,宮崎市,,,,,,一　日向の傳說序編,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
,,伝説,,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
襲々杵尊の御陵墓と神社,かさね々きねみことのごりょうぼとじんじゃ,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
十代屋敷,十代屋敷,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
観音庵の観音,観音庵の観音,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
惟治の社,惟治の社,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
宮崎合戦の余波,宮崎合戦の余波,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
日本武尊賊を行縢に伐つ,日本武尊賊を行縢に伐つ,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
行縢神社,むかばきじんじゃ,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
舞野,舞野,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
下舞野神社,下舞野神社,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
三輪神社,三輪神社,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
地福寺,地福寺,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
日宗本東寺,日宗本東寺,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
洪水記念碑,こうずいきねんひ,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
土持氏の祖,土持氏の祖,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
土持・伊東小雨潟に戦う,土持・伊東小雨潟に戦う,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
土持氏の子孫,土持氏の子孫,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
土持氏の息女,つちもちしのそくじょ,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鮮人を連れ来る,鮮人を連れ来る,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
高橋氏の滅亡,高橋氏の滅亡,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
昔の延岡の入口,むかしののべおかのいりぐち,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
川辺の駅址,かわべのえきあと,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
剣士小野萬右衛門,剣士小野萬右衛門,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
御霊の宮,御霊の宮,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
願成寺の徒弟武士となる,がんじょうじのとていぶしとなる,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
古墳の祟り,古墳の祟り,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
古墳の鳥,古墳の鳥,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
大貫神社,大貫神社,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
土々呂の琴弾松,土々呂の琴弾松,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
昔の細島,昔の細島,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
速日峰,速日峰,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
義民の碑,義民の碑,伝説,延岡市,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
神門神社,かみかどじんじゃ,伝説,,,,,,,,二　東臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
,,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
天孫の御降臨,天孫の御降臨,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
不詩田,不詩田,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
天の真名井,天の真名井,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鬼八塚,おにやつか,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鬼八異聞,おに八いぶん,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
三田井氏の滅亡と宗説,みたいしのめつぼうとそうせつ,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
文政頃の高千穂付近の生活,文政頃の高千穂付近の生活,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
二上山,二上山,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
二上嶽雌嶽の人穴,二上嶽雌嶽の人穴,伝説,高千穂町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
深角神社の織田様,深角神社の織田様,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
老婢の井戸,ろうひのいど,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
かうもり岩屋,かうもりいわや,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
血色の黍,血色の黍,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
龍宮淵,たつみやえん,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
三毛入野尊,三毛入野尊,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
天孫と高城山,てんそんとこうしろやま,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
七ッ山の名称,七ッやまのめいしょう,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
七ッ山の甲斐姓といちのかみ,七ッやまのかいせいといちのかみ,伝説,日之影町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鞍岡の名称,鞍岡の名称,伝説,五ヶ瀬町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
亀頭山城址,亀頭山城址,伝説,五ヶ瀬町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
玄武山城址,玄武山城址,伝説,五ヶ瀬町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鬼切丸と鬼切石,おにきりまるとおにきりいし,伝説,五ヶ瀬町,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
一体は俺だ,一体は俺だ,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
龍泉寺の地蔵尊,龍泉寺の地蔵尊,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
大蛇の忠,大蛇の忠,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
高見但馬守,高見但馬守,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
杉ケ越大明神,杉ケ越大明神,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
洞岳権現,洞岳権現,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
椎葉の鷹,椎葉の鷹,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鷹塚山,たかずかやま,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
松木の稲荷,松木の稲荷,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
平族の椎葉入り,平族の椎葉入り,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
平家の落人と那須氏,へいけのおちうどとなすし,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
奈須・椎葉の由来,奈須・椎葉の由来,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
仲塔山薬師寺,なかとうやまやくしじ,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
仲塔山の金壷,仲塔山の金壷,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
大河内地頭那須高貞,大河内地頭那須高貞,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
向山の駆動,むかいやまのくどう,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
那須主膳,那須主膳,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
御三池,御三池,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
白水の滝,白水の滝,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
八村杉,八村杉,伝説,椎葉村,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
昔の五ヶ村,むかしの五ヶむら,伝説,,,,,,,,三　西臼杵郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
,,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
蚊口浦の琴弾松,蚊口浦の琴弾松,伝説,高鍋町,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鵜戸神社,鵜戸神社,伝説,高鍋町,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
毛比呂毛と石船,毛比呂毛と石船,伝説,高鍋町,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
高鍋豆腐,たかなべとうふ,伝説,高鍋町,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
太平寺井手,太平寺井手,伝説,高鍋町,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
潮水ヶ池,潮水ヶ池,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
王子権現,王子権現,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
御衣楠,御衣楠,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
長谷観音,長谷観音,伝説,西都市,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
笹ノ元の古墳,笹ノ元の古墳,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
酒泉院,酒泉院,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
伊東義益の頓死,伊東義益の頓死,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
行神塚,行神塚,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
高屋山陵,高屋山陵,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
鹿野田神社の潮井,鹿野田神社の潮井,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
黒貫寺,黒貫寺,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
慶部権現,慶部権現,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
柏峡の大野,柏峡の大野,伝説,,,,,,,,四　兒湯郡の傳說,鈴木健一郎,日向の伝説,文華堂,昭和 8,1933,https://dl.ndl.go.jp/pid/1458924,,,
